area,Date,Rt_025,Rt_05,Rt_10,Rt_20,Rt_25,Rt_30,Rt_40,Rt_50,Rt_60,Rt_70,Rt_75,Rt_80,Rt_90,Rt_95,Rt_975,provenance
"Wales",2021-02-28,0.75,0.75,0.77,0.79,0.79,0.79,0.80,0.80,0.81,0.83,0.83,0.84,0.85,0.86,0.87,inferred
"Wales",2021-03-01,0.89,0.89,0.90,0.91,0.92,0.93,0.94,0.94,0.95,0.96,0.97,0.98,0.99,1.01,1.02,inferred
"Wales",2021-03-02,0.89,0.89,0.90,0.91,0.92,0.93,0.94,0.94,0.95,0.96,0.97,0.98,0.99,1.01,1.02,inferred
"Wales",2021-03-03,0.89,0.89,0.90,0.91,0.92,0.93,0.94,0.94,0.95,0.96,0.97,0.98,0.99,1.01,1.02,inferred
"Wales",2021-03-04,0.89,0.89,0.90,0.91,0.92,0.93,0.94,0.94,0.95,0.96,0.97,0.98,0.99,1.01,1.02,inferred
"Wales",2021-03-05,0.89,0.89,0.90,0.91,0.92,0.93,0.94,0.94,0.95,0.96,0.97,0.98,0.99,1.01,1.02,inferred
"Wales",2021-03-06,0.89,0.89,0.90,0.91,0.92,0.93,0.94,0.94,0.95,0.96,0.97,0.98,0.99,1.01,1.02,inferred
"Wales",2021-03-07,0.89,0.89,0.90,0.91,0.92,0.93,0.94,0.94,0.95,0.96,0.97,0.98,0.99,1.01,1.02,inferred
"Wales",2021-03-08,0.88,0.88,0.89,0.91,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.99,1.00,1.01,inferred
"Wales",2021-03-09,0.88,0.88,0.89,0.91,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.99,1.00,1.01,inferred
"Wales",2021-03-10,0.88,0.88,0.89,0.91,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.99,1.00,1.01,inferred
"Wales",2021-03-11,0.88,0.88,0.89,0.91,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.99,1.00,1.01,inferred
"Wales",2021-03-12,0.88,0.88,0.89,0.91,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.99,1.00,1.01,inferred
"Wales",2021-03-13,0.88,0.88,0.89,0.91,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.99,1.00,1.01,inferred
"Wales",2021-03-14,0.88,0.88,0.89,0.91,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.99,1.00,1.01,inferred
"Wales",2021-03-15,0.76,0.77,0.78,0.80,0.81,0.81,0.83,0.83,0.84,0.85,0.86,0.87,0.88,0.91,0.92,inferred
"Wales",2021-03-16,0.76,0.77,0.78,0.80,0.81,0.81,0.83,0.83,0.84,0.85,0.86,0.87,0.88,0.91,0.92,inferred
"Wales",2021-03-17,0.76,0.77,0.78,0.80,0.81,0.81,0.83,0.83,0.84,0.85,0.86,0.87,0.88,0.91,0.92,inferred
"Wales",2021-03-18,0.76,0.77,0.78,0.80,0.81,0.81,0.83,0.83,0.84,0.85,0.86,0.87,0.88,0.91,0.92,inferred
"Wales",2021-03-19,0.76,0.77,0.78,0.80,0.81,0.81,0.83,0.83,0.84,0.85,0.86,0.87,0.88,0.91,0.92,inferred
"Wales",2021-03-20,0.76,0.77,0.78,0.80,0.81,0.81,0.83,0.83,0.84,0.85,0.86,0.87,0.88,0.91,0.92,inferred
"Wales",2021-03-21,0.76,0.77,0.78,0.80,0.81,0.81,0.83,0.83,0.84,0.85,0.86,0.87,0.88,0.91,0.92,inferred
"Wales",2021-03-22,0.64,0.65,0.66,0.68,0.69,0.69,0.71,0.72,0.73,0.74,0.74,0.75,0.77,0.79,0.80,inferred
"Wales",2021-03-23,0.64,0.65,0.66,0.68,0.69,0.69,0.71,0.72,0.73,0.74,0.74,0.75,0.77,0.79,0.80,inferred
"Wales",2021-03-24,0.64,0.65,0.66,0.68,0.69,0.69,0.71,0.72,0.73,0.74,0.74,0.75,0.77,0.79,0.80,inferred
"Wales",2021-03-25,0.64,0.65,0.66,0.68,0.69,0.69,0.71,0.72,0.73,0.74,0.74,0.75,0.77,0.79,0.80,inferred
"Wales",2021-03-26,0.64,0.65,0.66,0.68,0.69,0.69,0.71,0.72,0.73,0.74,0.74,0.75,0.77,0.79,0.80,inferred
"Wales",2021-03-27,0.64,0.65,0.66,0.68,0.69,0.69,0.71,0.72,0.73,0.74,0.74,0.75,0.77,0.79,0.80,inferred
"Wales",2021-03-28,0.64,0.65,0.66,0.68,0.69,0.69,0.71,0.72,0.73,0.74,0.74,0.75,0.77,0.79,0.80,inferred
"Wales",2021-03-29,0.66,0.68,0.70,0.73,0.74,0.75,0.77,0.78,0.80,0.82,0.83,0.84,0.87,0.90,0.91,inferred
"Wales",2021-03-30,0.66,0.68,0.70,0.73,0.74,0.75,0.77,0.78,0.80,0.82,0.83,0.84,0.87,0.90,0.91,inferred
"Wales",2021-03-31,0.66,0.68,0.70,0.73,0.74,0.75,0.77,0.78,0.80,0.82,0.83,0.84,0.87,0.90,0.91,inferred
"Wales",2021-04-01,0.66,0.68,0.70,0.73,0.74,0.75,0.77,0.78,0.80,0.82,0.83,0.84,0.87,0.90,0.91,inferred
"Wales",2021-04-02,0.66,0.68,0.70,0.73,0.74,0.75,0.77,0.78,0.80,0.82,0.83,0.84,0.87,0.90,0.91,inferred
"Wales",2021-04-03,0.66,0.68,0.70,0.73,0.74,0.75,0.77,0.78,0.80,0.82,0.83,0.84,0.87,0.90,0.91,inferred
"Wales",2021-04-04,0.66,0.68,0.70,0.73,0.74,0.75,0.77,0.78,0.80,0.82,0.83,0.84,0.87,0.90,0.91,inferred
"Wales",2021-04-05,0.68,0.70,0.75,0.78,0.80,0.82,0.85,0.87,0.89,0.91,0.92,0.94,0.98,1.06,1.11,projected
"Wales",2021-04-06,0.68,0.70,0.75,0.78,0.80,0.82,0.85,0.87,0.89,0.91,0.92,0.94,0.98,1.06,1.11,projected
"Wales",2021-04-07,0.68,0.70,0.75,0.78,0.80,0.82,0.85,0.87,0.89,0.91,0.92,0.94,0.98,1.06,1.11,projected
"Wales",2021-04-08,0.68,0.70,0.75,0.78,0.80,0.82,0.85,0.87,0.89,0.91,0.92,0.94,0.98,1.06,1.11,projected
"Wales",2021-04-09,0.68,0.70,0.75,0.78,0.80,0.82,0.85,0.87,0.89,0.91,0.92,0.94,0.98,1.06,1.11,projected
"Wales",2021-04-10,0.68,0.70,0.75,0.78,0.80,0.82,0.85,0.87,0.89,0.91,0.92,0.94,0.98,1.06,1.11,projected
"Wales",2021-04-11,0.68,0.70,0.75,0.78,0.80,0.82,0.85,0.87,0.89,0.91,0.92,0.94,0.98,1.06,1.11,projected
"Wales",2021-04-12,0.74,0.78,0.80,0.84,0.87,0.88,0.90,0.92,0.95,1.01,1.03,1.06,1.13,1.20,1.24,projected
"Wales",2021-04-13,0.74,0.78,0.80,0.84,0.87,0.88,0.90,0.92,0.95,1.01,1.03,1.06,1.13,1.20,1.24,projected
"Wales",2021-04-14,0.74,0.78,0.80,0.84,0.87,0.88,0.90,0.92,0.95,1.01,1.03,1.06,1.13,1.20,1.24,projected
"Wales",2021-04-15,0.74,0.78,0.80,0.84,0.87,0.88,0.90,0.92,0.95,1.01,1.03,1.06,1.13,1.20,1.24,projected
"Wales",2021-04-16,0.74,0.78,0.80,0.84,0.87,0.88,0.90,0.92,0.95,1.01,1.03,1.06,1.13,1.20,1.24,projected
"Wales",2021-04-17,0.74,0.78,0.80,0.84,0.87,0.88,0.90,0.92,0.95,1.01,1.03,1.06,1.13,1.20,1.24,projected
"Wales",2021-04-18,0.74,0.78,0.80,0.84,0.87,0.88,0.90,0.92,0.95,1.01,1.03,1.06,1.13,1.20,1.24,projected
"Wales",2021-04-19,0.80,0.83,0.84,0.89,0.91,0.93,0.96,0.98,1.02,1.06,1.09,1.12,1.24,1.32,1.42,projected
"Wales",2021-04-20,0.80,0.83,0.84,0.89,0.91,0.93,0.96,0.98,1.02,1.06,1.09,1.12,1.24,1.32,1.42,projected
"Wales",2021-04-21,0.80,0.83,0.84,0.89,0.91,0.93,0.96,0.98,1.02,1.06,1.09,1.12,1.24,1.32,1.42,projected
"Wales",2021-04-22,0.80,0.83,0.84,0.89,0.91,0.93,0.96,0.98,1.02,1.06,1.09,1.12,1.24,1.32,1.42,projected
"Wales",2021-04-23,0.80,0.83,0.84,0.89,0.91,0.93,0.96,0.98,1.02,1.06,1.09,1.12,1.24,1.32,1.42,projected
"Wales",2021-04-24,0.80,0.83,0.84,0.89,0.91,0.93,0.96,0.98,1.02,1.06,1.09,1.12,1.24,1.32,1.42,projected
"Wales",2021-04-25,0.80,0.83,0.84,0.89,0.91,0.93,0.96,0.98,1.02,1.06,1.09,1.12,1.24,1.32,1.42,projected
England,2020-12-21,1.51,1.51,1.51,1.51,1.51,1.51,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.53,1.53,inferred
England,2020-12-22,1.51,1.51,1.51,1.51,1.51,1.51,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.53,1.53,inferred
England,2020-12-23,1.51,1.51,1.51,1.51,1.51,1.51,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.53,1.53,inferred
England,2020-12-24,1.51,1.51,1.51,1.51,1.51,1.51,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.53,1.53,inferred
England,2020-12-25,1.51,1.51,1.51,1.51,1.51,1.51,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.53,1.53,inferred
England,2020-12-26,1.51,1.51,1.51,1.51,1.51,1.51,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.53,1.53,inferred
England,2020-12-27,1.51,1.51,1.51,1.51,1.51,1.51,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.53,1.53,inferred
England,2020-12-28,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.00,1.00,1.00,inferred
England,2020-12-29,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.00,1.00,1.00,inferred
England,2020-12-30,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.00,1.00,1.00,inferred
England,2020-12-31,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.00,1.00,1.00,inferred
England,2021-01-01,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.00,1.00,1.00,inferred
England,2021-01-02,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.00,1.00,1.00,inferred
England,2021-01-03,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.00,1.00,1.00,inferred
England,2021-01-04,0.76,0.76,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.78,0.78,0.78,0.78,0.78,0.78,inferred
England,2021-01-05,0.76,0.76,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.78,0.78,0.78,0.78,0.78,0.78,inferred
England,2021-01-06,0.76,0.76,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.78,0.78,0.78,0.78,0.78,0.78,inferred
England,2021-01-07,0.76,0.76,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.78,0.78,0.78,0.78,0.78,0.78,inferred
England,2021-01-08,0.76,0.76,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.78,0.78,0.78,0.78,0.78,0.78,inferred
England,2021-01-09,0.76,0.76,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.78,0.78,0.78,0.78,0.78,0.78,inferred
England,2021-01-10,0.76,0.76,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.78,0.78,0.78,0.78,0.78,0.78,inferred
England,2021-01-11,0.74,0.74,0.74,0.74,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.76,0.76,0.76,inferred
England,2021-01-12,0.74,0.74,0.74,0.74,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.76,0.76,0.76,inferred
England,2021-01-13,0.74,0.74,0.74,0.74,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.76,0.76,0.76,inferred
England,2021-01-14,0.74,0.74,0.74,0.74,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.76,0.76,0.76,inferred
England,2021-01-15,0.74,0.74,0.74,0.74,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.76,0.76,0.76,inferred
England,2021-01-16,0.74,0.74,0.74,0.74,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.76,0.76,0.76,inferred
England,2021-01-17,0.74,0.74,0.74,0.74,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.76,0.76,0.76,inferred
England,2021-01-18,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.71,0.71,0.71,0.71,0.71,0.71,0.71,inferred
England,2021-01-19,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.71,0.71,0.71,0.71,0.71,0.71,0.71,inferred
England,2021-01-20,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.71,0.71,0.71,0.71,0.71,0.71,0.71,inferred
England,2021-01-21,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.71,0.71,0.71,0.71,0.71,0.71,0.71,inferred
England,2021-01-22,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.71,0.71,0.71,0.71,0.71,0.71,0.71,inferred
England,2021-01-23,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.71,0.71,0.71,0.71,0.71,0.71,0.71,inferred
England,2021-01-24,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.71,0.71,0.71,0.71,0.71,0.71,0.71,inferred
England,2021-01-25,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,inferred
England,2021-01-26,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,inferred
England,2021-01-27,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,inferred
England,2021-01-28,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,inferred
England,2021-01-29,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,inferred
England,2021-01-30,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,inferred
England,2021-01-31,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,inferred
England,2021-02-01,0.71,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.74,0.74,inferred
England,2021-02-02,0.71,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.74,0.74,inferred
England,2021-02-03,0.71,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.74,0.74,inferred
England,2021-02-04,0.71,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.74,0.74,inferred
England,2021-02-05,0.71,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.74,0.74,inferred
England,2021-02-06,0.71,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.74,0.74,inferred
England,2021-02-07,0.71,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.74,0.74,inferred
England,2021-02-08,0.81,0.81,0.81,0.82,0.82,0.82,0.82,0.82,0.83,0.83,0.83,0.83,0.83,0.84,0.84,inferred
England,2021-02-09,0.81,0.81,0.81,0.82,0.82,0.82,0.82,0.82,0.83,0.83,0.83,0.83,0.83,0.84,0.84,inferred
England,2021-02-10,0.81,0.81,0.81,0.82,0.82,0.82,0.82,0.82,0.83,0.83,0.83,0.83,0.83,0.84,0.84,inferred
England,2021-02-11,0.81,0.81,0.81,0.82,0.82,0.82,0.82,0.82,0.83,0.83,0.83,0.83,0.83,0.84,0.84,inferred
England,2021-02-12,0.81,0.81,0.81,0.82,0.82,0.82,0.82,0.82,0.83,0.83,0.83,0.83,0.83,0.84,0.84,inferred
England,2021-02-13,0.81,0.81,0.81,0.82,0.82,0.82,0.82,0.82,0.83,0.83,0.83,0.83,0.83,0.84,0.84,inferred
England,2021-02-14,0.81,0.81,0.81,0.82,0.82,0.82,0.82,0.82,0.83,0.83,0.83,0.83,0.83,0.84,0.84,inferred
England,2021-02-15,0.71,0.71,0.71,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.74,inferred
England,2021-02-16,0.71,0.71,0.71,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.74,inferred
England,2021-02-17,0.71,0.71,0.71,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.74,inferred
England,2021-02-18,0.71,0.71,0.71,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.74,inferred
England,2021-02-19,0.71,0.71,0.71,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.74,inferred
England,2021-02-20,0.71,0.71,0.71,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.74,inferred
England,2021-02-21,0.71,0.71,0.71,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.74,inferred
England,2021-02-22,0.71,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,0.74,0.74,0.75,0.75,inferred
England,2021-02-23,0.71,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,0.74,0.74,0.75,0.75,inferred
England,2021-02-24,0.71,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,0.74,0.74,0.75,0.75,inferred
England,2021-02-25,0.71,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,0.74,0.74,0.75,0.75,inferred
England,2021-02-26,0.71,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,0.74,0.74,0.75,0.75,inferred
England,2021-02-27,0.71,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,0.74,0.74,0.75,0.75,inferred
England,2021-02-28,0.71,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,0.74,0.74,0.75,0.75,inferred
England,2021-03-01,0.90,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.95,inferred
England,2021-03-02,0.90,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.95,inferred
England,2021-03-03,0.90,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.95,inferred
England,2021-03-04,0.90,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.95,inferred
England,2021-03-05,0.90,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.95,inferred
England,2021-03-06,0.90,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.95,inferred
England,2021-03-07,0.90,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.95,inferred
England,2021-03-08,0.95,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,inferred
England,2021-03-09,0.95,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,inferred
England,2021-03-10,0.95,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,inferred
England,2021-03-11,0.95,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,inferred
England,2021-03-12,0.95,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,inferred
England,2021-03-13,0.95,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,inferred
England,2021-03-14,0.95,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,inferred
England,2021-03-15,0.90,0.90,0.90,0.90,0.91,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.93,inferred
England,2021-03-16,0.90,0.90,0.90,0.90,0.91,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.93,inferred
England,2021-03-17,0.90,0.90,0.90,0.90,0.91,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.93,inferred
England,2021-03-18,0.90,0.90,0.90,0.90,0.91,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.93,inferred
England,2021-03-19,0.90,0.90,0.90,0.90,0.91,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.93,inferred
England,2021-03-20,0.90,0.90,0.90,0.90,0.91,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.93,inferred
England,2021-03-21,0.90,0.90,0.90,0.90,0.91,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.93,inferred
England,2021-03-22,0.71,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,0.74,0.75,0.75,0.75,inferred
England,2021-03-23,0.71,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,0.74,0.75,0.75,0.75,inferred
England,2021-03-24,0.71,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,0.74,0.75,0.75,0.75,inferred
England,2021-03-25,0.71,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,0.74,0.75,0.75,0.75,inferred
England,2021-03-26,0.71,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,0.74,0.75,0.75,0.75,inferred
England,2021-03-27,0.71,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,0.74,0.75,0.75,0.75,inferred
England,2021-03-28,0.71,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,0.74,0.75,0.75,0.75,inferred
England,2021-03-29,0.73,0.73,0.74,0.74,0.75,0.75,0.76,0.76,0.77,0.77,0.77,0.78,0.79,0.80,0.80,inferred
England,2021-03-30,0.73,0.73,0.74,0.74,0.75,0.75,0.76,0.76,0.77,0.77,0.77,0.78,0.79,0.80,0.80,inferred
England,2021-03-31,0.73,0.73,0.74,0.74,0.75,0.75,0.76,0.76,0.77,0.77,0.77,0.78,0.79,0.80,0.80,inferred
England,2021-04-01,0.73,0.73,0.74,0.74,0.75,0.75,0.76,0.76,0.77,0.77,0.77,0.78,0.79,0.80,0.80,inferred
England,2021-04-02,0.73,0.73,0.74,0.74,0.75,0.75,0.76,0.76,0.77,0.77,0.77,0.78,0.79,0.80,0.80,inferred
England,2021-04-03,0.73,0.73,0.74,0.74,0.75,0.75,0.76,0.76,0.77,0.77,0.77,0.78,0.79,0.80,0.80,inferred
England,2021-04-04,0.73,0.73,0.74,0.74,0.75,0.75,0.76,0.76,0.77,0.77,0.77,0.78,0.79,0.80,0.80,inferred
England,2021-04-05,0.76,0.77,0.78,0.79,0.80,0.80,0.81,0.82,0.83,0.84,0.84,0.85,0.87,0.88,0.88,projected
England,2021-04-06,0.76,0.77,0.78,0.79,0.80,0.80,0.81,0.82,0.83,0.84,0.84,0.85,0.87,0.88,0.88,projected
England,2021-04-07,0.76,0.77,0.78,0.79,0.80,0.80,0.81,0.82,0.83,0.84,0.84,0.85,0.87,0.88,0.88,projected
England,2021-04-08,0.76,0.77,0.78,0.79,0.80,0.80,0.81,0.82,0.83,0.84,0.84,0.85,0.87,0.88,0.88,projected
England,2021-04-09,0.76,0.77,0.78,0.79,0.80,0.80,0.81,0.82,0.83,0.84,0.84,0.85,0.87,0.88,0.88,projected
England,2021-04-10,0.76,0.77,0.78,0.79,0.80,0.80,0.81,0.82,0.83,0.84,0.84,0.85,0.87,0.88,0.88,projected
England,2021-04-11,0.76,0.77,0.78,0.79,0.80,0.80,0.81,0.82,0.83,0.84,0.84,0.85,0.87,0.88,0.88,projected
England,2021-04-12,0.82,0.83,0.84,0.86,0.87,0.87,0.88,0.89,0.90,0.91,0.92,0.92,0.95,0.96,0.98,projected
England,2021-04-13,0.82,0.83,0.84,0.86,0.87,0.87,0.88,0.89,0.90,0.91,0.92,0.92,0.95,0.96,0.98,projected
England,2021-04-14,0.82,0.83,0.84,0.86,0.87,0.87,0.88,0.89,0.90,0.91,0.92,0.92,0.95,0.96,0.98,projected
England,2021-04-15,0.82,0.83,0.84,0.86,0.87,0.87,0.88,0.89,0.90,0.91,0.92,0.92,0.95,0.96,0.98,projected
England,2021-04-16,0.82,0.83,0.84,0.86,0.87,0.87,0.88,0.89,0.90,0.91,0.92,0.92,0.95,0.96,0.98,projected
England,2021-04-17,0.82,0.83,0.84,0.86,0.87,0.87,0.88,0.89,0.90,0.91,0.92,0.92,0.95,0.96,0.98,projected
England,2021-04-18,0.82,0.83,0.84,0.86,0.87,0.87,0.88,0.89,0.90,0.91,0.92,0.92,0.95,0.96,0.98,projected
England,2021-04-19,0.87,0.89,0.91,0.93,0.94,0.94,0.96,0.97,0.98,1.00,1.01,1.02,1.05,1.07,1.12,projected
England,2021-04-20,0.87,0.89,0.91,0.93,0.94,0.94,0.96,0.97,0.98,1.00,1.01,1.02,1.05,1.07,1.12,projected
England,2021-04-21,0.87,0.89,0.91,0.93,0.94,0.94,0.96,0.97,0.98,1.00,1.01,1.02,1.05,1.07,1.12,projected
England,2021-04-22,0.87,0.89,0.91,0.93,0.94,0.94,0.96,0.97,0.98,1.00,1.01,1.02,1.05,1.07,1.12,projected
England,2021-04-23,0.87,0.89,0.91,0.93,0.94,0.94,0.96,0.97,0.98,1.00,1.01,1.02,1.05,1.07,1.12,projected
England,2021-04-24,0.87,0.89,0.91,0.93,0.94,0.94,0.96,0.97,0.98,1.00,1.01,1.02,1.05,1.07,1.12,projected
England,2021-04-25,0.87,0.89,0.91,0.93,0.94,0.94,0.96,0.97,0.98,1.00,1.01,1.02,1.05,1.07,1.12,projected
